artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,numero_genero,hit
Kendrick Lamar,All The Stars (with SZA),232.186,True,2018,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,hip hop,5,1
Logic,Everyday,204.746,True,2018,69,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,"hip hop, pop",12,1
Jason Derulo,Tip Toe (feat. French Montana),187.521,False,2017,64,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,"hip hop, pop",12,1
Ariana Grande,God is a woman,197.546,True,2018,78,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,pop,0,1
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,332.3,True,2018,66,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948,"hip hop, pop",12,1
EO,German,170.825,False,2018,67,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86e-05,0.191,0.852,103.019,set(),23,1
Dennis Lloyd,Nevermind,156.6,False,2017,74,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,pop,0,1
girl in red,we fell in love in october,184.153,False,2018,82,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,"pop, rock, Dance/Electronic",37,1
Selena Gomez,Wolves,197.993,False,2017,78,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,pop,0,1
Tiësto,Jackie Chan,215.759,True,2018,72,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,"pop, Dance/Electronic",9,1
Tom Walker,Leave a Light On,185.863,False,2017,70,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,"rock, pop",1,1
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",201.526,False,2018,65,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,"pop, latin",14,1
Marshmello,Silence,180.822,False,2017,80,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,"pop, Dance/Electronic",9,1
5 Seconds of Summer,Youngblood,203.417,False,2018,69,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,pop,0,1
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),245.453,False,2018,62,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.0,0.157,0.2,113.0,pop,0,1
NF,Let You Down,212.12,False,2017,79,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,"hip hop, pop",12,1
XXXTENTACION,changes,121.886,False,2018,79,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,hip hop,5,1
Maluma,Corazón (feat. Nego do Borel),184.72,False,2018,69,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,latin,34,1
Cardi B,Bodak Yellow,223.712,True,2018,72,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,"hip hop, pop",12,1
Lil Baby,Yes Indeed,142.273,True,2018,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,hip hop,5,1
Jonas Blue,Rise,194.407,False,2018,70,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,"pop, Dance/Electronic",9,1
David Guetta,Flames,194.68,False,2018,59,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,"hip hop, pop, Dance/Electronic",42,1
Ozuna,Vaina Loca,176.133,False,2018,72,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,latin,34,1
Charlie Puth,How Long,200.853,False,2018,72,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,pop,0,1
Post Malone,Better Now,231.266,True,2018,80,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,hip hop,5,1
BlocBoy JB,Look Alive (feat. Drake),181.263,True,2018,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,"hip hop, pop",12,1
Eminem,River (feat. Ed Sheeran),221.013,True,2017,72,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,hip hop,5,1
Marshmello,Happier,214.289,False,2018,82,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,"pop, Dance/Electronic",9,1
Dean Lewis,Be Alright,196.373,True,2018,79,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,pop,0,1
Charlie Puth,Done for Me (feat. Kehlani),180.493,False,2018,67,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,pop,0,1
Migos,Stir Fry,190.288,True,2018,72,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,"hip hop, pop",12,1
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",237.24,True,2018,68,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,"hip hop, pop",12,1
Drake,In My Feelings,217.925,True,2018,75,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,"hip hop, pop, R&B",4,1
B Young,Jumanji,173.153,False,2018,60,0.791,0.473,10,-9.86,0,0.25,0.279,0.0,0.0959,0.603,95.948,"hip hop, Dance/Electronic",25,1
Charlie Puth,The Way I Am,186.08,False,2018,64,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,pop,0,1
Reik,Me Niego (feat. Ozuna & Wisin),221.653,False,2018,1,0.777,0.779,0,-4.449,0,0.0972,0.0543,0.0,0.636,0.768,94.023,"pop, latin",14,0
benny blanco,Eastside (with Halsey & Khalid),173.799,False,2018,75,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,"hip hop, pop",12,1
Luis Fonsi,Échame La Culpa,173.72,False,2017,62,0.733,0.892,0,-3.641,1,0.0417,0.0376,0.0,0.137,0.675,95.989,"pop, latin",14,1
MK,17,196.489,False,2017,65,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,"pop, Dance/Electronic",9,1
Rita Ora,Anywhere,215.064,False,2017,63,0.628,0.797,11,-3.953,0,0.0596,0.0364,0.0,0.104,0.321,106.93,"hip hop, pop, Dance/Electronic",42,1
Banx & Ranx,Answerphone (feat. Yxng Bane),190.92,False,2018,56,0.671,0.834,1,-3.928,0,0.0885,0.0387,0.0,0.454,0.454,113.021,Dance/Electronic,8,1
Ella Mai,Trip,213.993,False,2018,72,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,"hip hop, pop, R&B",4,1
Daddy Yankee,Dura,200.48,False,2018,71,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,latin,34,1
DJ Khaled,No Brainer,260.0,True,2018,67,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,"hip hop, pop",12,1
Anne-Marie,2002,186.986,False,2018,80,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,"pop, Dance/Electronic",9,1
Bruno Mars,Finesse - Remix; feat. Cardi B,217.288,False,2017,74,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,pop,0,1
FINNEAS,Let's Fall in Love for the Night,190.348,True,2018,71,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,"rock, pop, Dance/Electronic",48,1
Hugh Jackman,The Greatest Show,302.146,False,2017,72,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,easy listening,56,1
Halsey,Bad At Love,181.279,False,2017,72,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,"pop, Dance/Electronic",9,1
Drake,I'm Upset,214.466,True,2018,68,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,"hip hop, pop, R&B",4,1
Camila Cabello,Never Be the Same,226.973,False,2018,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,pop,0,1
M.O,Bad Vibe,214.253,False,2018,54,0.813,0.701,10,-4.428,1,0.0449,0.178,0.0,0.0962,0.758,110.009,"pop, Dance/Electronic",9,1
Dua Lipa,IDGAF,217.946,True,2017,78,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,pop,0,1
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),186.231,False,2018,56,0.747,0.641,1,-4.502,1,0.0925,0.25,0.00107,0.106,0.453,100.028,"pop, rock",6,1
Bazzi,Mine,131.064,True,2018,75,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,"pop, Dance/Electronic",9,1
Lil Dicky,Freaky Friday (feat. Chris Brown),216.631,True,2018,70,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,"hip hop, pop",12,1
Lauv,I Like Me Better,197.436,False,2018,81,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,"pop, Dance/Electronic",9,1
The Chainsmokers,This Feeling,197.946,False,2018,73,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,"pop, Dance/Electronic",9,1
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,235.545,True,2018,73,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,pop,0,1
Khalid,Love Lies (with Normani),201.707,False,2018,73,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,"pop, R&B",7,1
Drake,Nice For What,210.746,True,2018,77,0.585,0.909,8,-6.474,1,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,"hip hop, pop, R&B",4,1
Kendrick Lamar,LOVE. FEAT. ZACARI.,213.4,True,2017,80,0.8,0.585,10,-7.343,1,0.0924,0.264,0.0,0.153,0.779,126.058,hip hop,5,1
Post Malone,Psycho (feat. Ty Dolla $ign),221.44,True,2018,77,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,hip hop,5,1
Lil Nas X,Old Town Road - Remix,157.066,False,2019,79,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,"hip hop, pop",12,1
Billie Eilish,bad guy,194.087,False,2019,83,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,"pop, Dance/Electronic",9,1
Shawn Mendes,Señorita,190.799,False,2019,78,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,pop,0,1
Ariana Grande,7 rings,178.626,True,2019,83,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,pop,0,1
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,157.56,False,2019,79,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,hip hop,5,1
Gesaffelstein,Lost in the Fire (feat. The Weeknd),202.093,True,2019,84,0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,Dance/Electronic,8,1
Halsey,Without Me,201.66,True,2018,77,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,"pop, Dance/Electronic",9,1
Regard,Ride It,157.605,False,2019,81,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,"pop, Dance/Electronic",9,1
Lady Gaga,Shallow,215.733,False,2018,82,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,pop,0,1
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),217.466,False,2018,79,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,pop,0,1
Lewis Capaldi,Someone You Loved,182.16,False,2019,84,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,pop,0,1
Jax Jones,All Day And Night,169.303,False,2019,60,0.585,0.782,1,-4.101,0,0.0897,0.269,0.0,0.156,0.521,121.908,"hip hop, pop, Dance/Electronic",42,1
Mustard,Pure Water (with Migos),192.47,True,2019,75,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,"hip hop, pop",12,1
Kodak Black,ZEZE (feat. Travis Scott & Offset),228.759,True,2018,77,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,hip hop,5,1
Daddy Yankee,Con Calma,193.226,False,2019,79,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,latin,34,1
Alec Benjamin,Let Me Down Slowly,169.353,False,2018,82,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,"rock, pop, Dance/Electronic",48,1
BLACKPINK,Kill This Love,189.052,False,2019,1,0.738,0.861,2,-4.141,1,0.237,0.318,0.00182,0.325,0.58,131.98,pop,0,0
Offset,Clout (feat. Cardi B),205.803,True,2019,68,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,"hip hop, pop",12,1
MEDUZA,Piece Of Your Heart,152.913,False,2019,75,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,"pop, Dance/Electronic",9,1
Ed Sheeran,Antisocial (with Travis Scott),161.746,False,2019,63,0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957,pop,0,1
Lana Del Rey,Doin' Time,202.192,True,2019,80,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,pop,0,1
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",212.5,True,2019,70,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,"hip hop, pop, Dance/Electronic",42,1
A Boogie Wit da Hoodie,Look Back at It,179.449,True,2018,73,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,hip hop,5,1
Saweetie,My Type,126.446,True,2019,71,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,"hip hop, pop, R&B",4,1
Lil Tecca,Ransom,131.24,True,2019,78,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,hip hop,5,1
Russ Millions,Keisha & Becky - Remix,252.906,True,2019,69,0.863,0.471,6,-9.545,1,0.478,0.251,0.0,0.121,0.644,140.969,pop,0,1
Mabel,Don't Call Me Up,178.48,False,2019,77,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,"pop, Dance/Electronic",9,1
Lil Nas X,Old Town Road,113.0,False,2019,76,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,"hip hop, pop",12,1
Meek Mill,Going Bad (feat. Drake),180.522,True,2018,78,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,"hip hop, pop",12,1
Post Malone,Wow.,149.546,True,2019,79,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,hip hop,5,1
Doja Cat,Juicy,202.333,True,2019,57,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,pop,0,1
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),189.486,True,2018,75,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,hip hop,5,1
iann dior,emotions,131.213,False,2019,72,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,"hip hop, pop",12,1
Paulo Londra,Adan y Eva,256.971,False,2019,72,0.767,0.709,1,-4.47,1,0.336,0.323,0.0,0.0745,0.72,171.993,"hip hop, latin, Dance/Electronic",57,1
Drake,Money In The Grave (Drake ft. Rick Ross),205.426,True,2019,76,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,"hip hop, pop, R&B",4,1
Lil Nas X,Panini,114.893,False,2019,71,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,"hip hop, pop",12,1
Bad Bunny,MIA (feat. Drake),210.367,False,2018,77,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,latin,34,1
Polo G,Pop Out (feat. Lil Tjay),166.56,True,2019,78,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,hip hop,5,1
Juice WRLD,Robbery,240.05,True,2019,53,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,hip hop,5,1
21 Savage,a lot,288.624,True,2018,78,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,hip hop,5,1
Young Thug,The London (feat. J. Cole & Travis Scott),200.106,True,2019,69,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,"hip hop, pop",12,1
Anuel AA,China,301.714,False,2019,76,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,latin,34,1
Camila Cabello,Liar,207.038,False,2019,65,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,pop,0,1
Flipp Dinero,Leave Me Alone,195.637,True,2019,69,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,0.742,150.024,"hip hop, pop",12,1
Cardi B,Money,183.527,True,2018,73,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,"hip hop, pop",12,1
Ariana Grande,"break up with your girlfriend, i'm bored",190.44,True,2019,76,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,pop,0,1
Dave,Location (feat. Burna Boy),241.293,True,2019,78,0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,hip hop,5,1
Ava Max,Sweet but Psycho,187.436,False,2018,7,0.719,0.704,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,pop,0,0
Dua Lipa,Don't Start Now,183.29,False,2019,79,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,pop,0,1
Young T & Bugsey,Strike a Pose (feat. Aitch),214.203,True,2019,61,0.531,0.581,1,-5.801,1,0.101,0.0107,1.62e-05,0.101,0.591,137.776,hip hop,5,1
Calvin Harris,Giant (with Rag'n'Bone Man),229.184,False,2019,73,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,"hip hop, pop, Dance/Electronic",42,1
Ed Sheeran,Take Me Back to London (feat. Stormzy),189.733,True,2019,66,0.885,0.762,8,-5.513,0,0.216,0.219,0.0,0.162,0.605,138.058,pop,0,1
Cardi B,Please Me,200.889,True,2019,73,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,"hip hop, pop",12,1
Stormzy,Vossi Bop,196.266,True,2019,64,0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,"hip hop, Dance/Electronic",25,1
Tones And I,Dance Monkey,209.438,False,2019,78,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,pop,0,1
Ariana Grande,boyfriend (with Social House),186.106,True,2019,77,0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,pop,0,1
Bad Bunny,Callaita,250.533,True,2019,81,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,latin,34,1
Ava Max,So Am I,183.026,False,2019,4,0.682,0.656,6,-4.67,1,0.0435,0.0737,0.0,0.353,0.607,130.089,pop,0,0
Pedro Capó,Calma - Remix,238.2,False,2018,74,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,"pop, latin",14,1
J. Cole,MIDDLE CHILD,213.593,True,2019,80,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,hip hop,5,1
Lunay,Soltera - Remix,266.086,False,2019,70,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,"pop, latin",14,1
Khalid,Better,229.412,False,2018,70,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.116,97.565,"pop, R&B",7,1
Blueface,Thotiana,129.264,True,2018,1,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,hip hop,5,0
DaBaby,Suge,163.32,True,2019,72,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,hip hop,5,1
AJ Tracey,Ladbroke Grove,190.537,False,2019,69,0.903,0.839,11,-9.447,0,0.208,0.0939,0.0,0.102,0.727,133.986,"hip hop, Dance/Electronic",25,1
Billie Eilish,bury a friend,193.143,False,2019,75,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,"pop, Dance/Electronic",9,1
BTS,Boy With Luv (feat. Halsey),229.773,False,2019,35,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,pop,0,0
Wiley,Boasty (feat. Idris Elba),177.185,True,2019,64,0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,"hip hop, Dance/Electronic",25,1
Jonas Brothers,Only Human,183.0,False,2019,71,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,pop,0,1
5 Seconds of Summer,Easier,157.492,False,2019,1,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,pop,0,0
Avicii,SOS (feat. Aloe Blacc),157.202,False,2019,71,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,"pop, Dance/Electronic",9,1
"Tyler, The Creator",EARFQUAKE,190.066,True,2019,80,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,hip hop,5,1
Ashley O,On A Roll,154.447,False,2019,57,0.736,0.81,5,-6.354,1,0.0906,0.077,0.0,0.0523,0.387,125.011,set(),23,1
Dominic Fike,3 Nights,177.666,False,2018,78,0.815,0.518,7,-6.594,0,0.0897,0.223,0.0,0.104,0.877,151.891,"rock, pop",1,1
Sigala,Wish You Well,205.653,False,2019,64,0.669,0.895,5,-3.787,0,0.0575,0.128,0.0,0.297,0.576,124.975,"pop, Dance/Electronic",9,1
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),199.427,True,2019,69,0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,"hip hop, pop, R&B",4,1
Anuel AA,Secreto,258.8,False,2019,75,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,latin,34,1
Sam Feldt,Post Malone (feat. RANI),174.444,False,2019,69,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.651,107.356,"pop, Dance/Electronic",9,1
Kehlani,Nights Like This (feat. Ty Dolla $ign),201.787,True,2019,74,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,"hip hop, pop, R&B",4,1
Sech,Otro Trago,225.933,True,2019,71,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,latin,34,1
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),206.186,True,2019,64,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,pop,0,1
Lauv,i'm so tired...,162.582,False,2019,2,0.599,0.733,11,-7.058,1,0.203,0.176,0.0,0.242,0.534,102.211,"pop, Dance/Electronic",9,0
iann dior,gone girl,136.568,True,2019,69,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,"hip hop, pop",12,1
Panic! At The Disco,High Hopes,190.946,False,2018,80,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,rock,17,1
Marshmello,One Thing Right,181.823,False,2019,73,0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,"pop, Dance/Electronic",9,1
Sam Smith,How Do You Sleep?,202.204,False,2019,73,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,pop,0,1
NSG,Options,240.081,True,2020,57,0.836,0.621,1,-4.684,0,0.0894,0.389,9.16e-05,0.104,0.762,101.993,"World/Traditional, hip hop",30,1
Normani,Motivation,193.837,False,2019,71,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,"pop, R&B",7,1
Joel Corry,Sorry,188.64,False,2019,63,0.744,0.79,8,-4.617,0,0.0562,0.0547,0.000802,0.32,0.847,125.002,"pop, Dance/Electronic",9,1
Post Malone,Goodbyes (Feat. Young Thug),174.96,True,2019,1,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,hip hop,5,0
Jonas Brothers,Sucker,181.026,False,2019,79,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,pop,0,1
Taylor Swift,Cruel Summer,178.426,False,2019,78,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,pop,0,1
Blanco Brown,The Git Up,200.593,False,2019,69,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,"hip hop, country",58,1
Sam Smith,Dancing With A Stranger (with Normani),171.029,False,2019,75,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,pop,0,1
Post Malone,Circles,215.28,False,2019,85,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,hip hop,5,1
Eminem,The Real Slim Shady,284.2,True,2000,89,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504,"detroit hip hop, hip hop, pop, rap",0,1
Coldplay,Sparks,227.093,False,2000,86,0.371,0.268,1,-10.506,1,0.0281,0.748,0.0517,0.104,0.165,102.617,"permanent wave, pop",1,1
Coldplay,Yellow,266.773,False,2000,90,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,"permanent wave, pop",1,1
Linkin Park,In the End,216.88,False,2000,87,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,"alternative metal, modern rock, nu metal, post-grunge, rap metal, rock",2,1
Outkast,Ms. Jackson,270.506,True,2000,83,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",3,1
3 Doors Down,Kryptonite,233.933,False,2000,81,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,"alternative metal, nu metal, post-grunge, rock",4,1
Deftones,Change (In the House of Flies),299.533,False,2000,80,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,"alternative metal, nu metal, rap metal, rock, sacramento indie",5,1
Eminem,Stan,404.106,True,2000,85,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,"detroit hip hop, hip hop, pop, rap",0,1
